Price,Gold_Price,Lag_1,Lag_7,Lag_30,Rolling_Mean_7,Rolling_Mean_30
Ticker,,,,,,
Date,,,,,,
2000-10-24,0.005152101817044827,270.9571446010045,271.67142595563615,274.3285696847098,271.59183611188615,272.25999741327195
2000-10-25,0.004848363662944333,270.62857491629467,271.7999965122768,273.7285679408482,271.31632715342,272.1314262753441
2000-10-26,0.004493045813785776,269.8714338030134,272.05714198521207,273.2428545270647,270.8775522660236,271.9895217168899
2000-10-27,0.004154921779292747,268.9857177734375,272.08571079799106,272.97142246791293,270.31428808095507,271.82856968470986
2000-10-30,0.003822527267416373,268.14286150251115,271.75714111328125,272.59999302455356,269.6795947016502,271.652379499163
2000-10-31,0.003461478146702654,267.3142874581473,271.85714285714283,272.3999938964844,268.9020435566805,271.45285586402525
2000-11-01,0.003106160297544125,266.4142848423549,270.9571446010045,271.8142787388393,268.1265327297911,271.2433321998233
2000-11-02,0.002779497057222899,265.52856881277904,270.62857491629467,271.4428492954799,267.28163364955356,271.019046601795
2000-11-03,0.002687801959155689,264.7142813546317,269.8714338030134,271.2999921526228,266.51224439971304,270.7919038318452
2000-11-06,0.0026648786218735065,264.4857090541295,268.9857177734375,271.54285103934154,265.86122287049585,270.5547610328311
2000-11-07,0.0026591473503183444,264.4285670689174,268.14286150251115,271.77142333984375,265.32856843909434,270.309522937593
2000-11-08,0.002699264502266041,264.4142804827009,267.3142874581473,272.77142333984375,264.9285676917251,270.0342849004836
2000-11-09,0.002750842448385568,264.5142822265625,266.4142848423549,273.2999965122768,264.67550596898917,269.74571344284783
2000-11-10,0.002785228328778089,264.6428527832031,265.52856881277904,273.95714024135043,264.5612201301419,269.4380943661644
2000-11-13,0.002779497057222899,264.7285679408482,264.7142813546317,274.35714285714283,264.5612201301419,269.1166656494141
2000-11-14,0.0027966891229499052,264.7142813546317,264.4857090541295,274.32857404436385,264.5999955157844,268.79761773972285
2000-11-15,0.002831075003342426,264.7571367536272,264.4285670689174,273.7857142857143,264.6591790646923,268.49952232724144
2000-11-16,0.0029170388298544875,264.8428519112723,264.4142804827009,273.3142874581473,264.75101579938615,268.2242839994885
2000-11-17,0.002957155981802198,265.057137625558,264.5142822265625,272.01428658621654,264.84285253408,267.99571242559523
2000-11-20,0.0029858105906395427,265.15713936941967,264.6428527832031,271.2285723005022,264.92652612802937,267.79571228027345
2000-11-21,0.003054582351424598,265.2285679408482,264.7285679408482,271.05714198521207,265.02244474449935,267.60714082263763
2000-11-22,0.00316920078677399,265.3999982561384,264.7142813546317,270.6857125418527,265.1612206283881,267.44047415597095
2000-11-27,0.003467209418257844,265.6857125418527,264.7571367536272,271.37142508370533,265.39999701052295,267.27571236746655
2000-11-28,0.0037365616919658035,266.42857142857144,264.8428519112723,271.67142595563615,265.7224463637994,267.12333141508554
2000-11-29,0.003770947572358338,267.0999973842076,265.057137625558,271.7999965122768,266.02652849469865,266.9695219494048
2000-11-30,0.004023107780339305,267.1857125418527,265.15713936941967,272.05714198521207,266.40612045599494,266.8280933198475
2000-12-01,0.004160651301909402,267.8142830984933,265.2285679408482,272.08571079799106,266.8244884257414,266.6971410842169
2000-12-04,0.004447197390282889,268.15714372907365,265.3999982561384,271.75714111328125,267.32040716677295,266.6009506952195
2000-12-05,0.004682165532536864,268.8714294433594,265.6857125418527,271.85714285714283,267.8591831752232,266.52095075334825
2000-12-06,0.004922863197407493,269.4571446010045,266.42857142857144,270.9571446010045,268.37755039760043,266.49095066615513
2000-12-07,0.005117715936652292,270.05714198521207,267.0999973842076,270.62857491629467,268.8693878796636,266.4880934942336
2000-12-08,0.005450110448528667,270.54285975864957,267.1857125418527,269.8714338030134,269.46734805982936,266.53809349423364
2000-12-11,0.005455841720083829,271.3714338030134,267.8142830984933,268.9857177734375,269.9775533870775,266.6180935814267
2000-12-12,0.005547535069212531,271.3857203892299,268.15714372907365,268.14286150251115,270.47143118722096,266.73380780901226
2000-12-13,0.005427185362307949,271.6142883300781,268.8714294433594,267.3142874581473,270.8204109036193,266.8671411423456
2000-12-14,0.005346952807351091,271.3142874581473,269.4571446010045,266.4142848423549,271.05714572205835,267.02380792526975
